team,team_id,season,jersey,name,position,height,year,hometown,high_school,previous_school,url
Lake Erie,2746,2025-26,2,Riley Montagner,G,"5'7""",R-Jr.,"Madison, Ohio",Madison,Notre Dame College,https://lakeeriestorm.com/sports/womens-basketball/roster/riley-montagner/8656
Lake Erie,2746,2025-26,3,Nina Shaffer,G,"5'5""",Jr.,"Green, Ohio",Green,,https://lakeeriestorm.com/sports/womens-basketball/roster/nina-shaffer/8657
Lake Erie,2746,2025-26,4,Melanie Alvarenga,G,"5'6""",Fr.,"Cleveland, Ohio",Saint Joseph Academy,,https://lakeeriestorm.com/sports/womens-basketball/roster/melanie-alvarenga/8660
Lake Erie,2746,2025-26,5,Lakelyn Joslin,G,"5'5""",So.,"Omaha, Nebraska",Westside,,https://lakeeriestorm.com/sports/womens-basketball/roster/lakelyn-joslin/8652
Lake Erie,2746,2025-26,11,Emma Fouch,G,"5'7""",Sr.,"Leesburg, Ohio",Leesburg Fairfield,,https://lakeeriestorm.com/sports/womens-basketball/roster/emma-fouch/8651
Lake Erie,2746,2025-26,12,Kylie Maxwell,F,"6'2""",Jr.,"Mentor, Ohio",Mentor,,https://lakeeriestorm.com/sports/womens-basketball/roster/kylie-maxwell/8655
Lake Erie,2746,2025-26,13,Rylee Szojka,G,"5'8""",Fr.,"Brook Park, Ohio",Berea Midpark,,https://lakeeriestorm.com/sports/womens-basketball/roster/rylee-szojka/8664
Lake Erie,2746,2025-26,14,Sydney Shocklee,F,"5'10""",Fr.,"Green, Ohio",Green,,https://lakeeriestorm.com/sports/womens-basketball/roster/sydney-shocklee/8663
Lake Erie,2746,2025-26,15,Marcela Rodriguez,G,"5'8""",Sr.,"Perry, Ohio",Perry,Madonna,https://lakeeriestorm.com/sports/womens-basketball/roster/marcela-rodriguez/8662
Lake Erie,2746,2025-26,20,Delani Robinson,G,"5'8""",Sr.,"Millbury, Ohio",Lake,Madonna,https://lakeeriestorm.com/sports/womens-basketball/roster/delani-robinson/8661
Lake Erie,2746,2025-26,22,Jaicee Wallace,G,"5'9""",R-Fr.,"Akron, Ohio",St. Vincent-St. Mary,,https://lakeeriestorm.com/sports/womens-basketball/roster/jaicee-wallace/8658
Lake Erie,2746,2025-26,23,Noel Weathers,F,"6'0""",R-Jr.,"Cincinnati, Ohio",Mount Healthy,Notre Dame College,https://lakeeriestorm.com/sports/womens-basketball/roster/noel-weathers/8659
Lake Erie,2746,2025-26,24,Megan Mares,F,"6'0""",Sr.,"Atlanta, Georgia",Duluth,York / Truett McConnell,https://lakeeriestorm.com/sports/womens-basketball/roster/megan-mares/8654
Lake Erie,2746,2025-26,32,Sophie Chipps,G,"5'4""",R-So.,"Napoleon, Ohio",Napoleon,,https://lakeeriestorm.com/sports/womens-basketball/roster/sophie-chipps/8650
Lake Erie,2746,2025-26,33,Grace Lyon,F,"6'0""",Sr.,"Navarre, Ohio",Fairless,West Liberty,https://lakeeriestorm.com/sports/womens-basketball/roster/grace-lyon/8653
Pacific (OR),2751,2025-26,1,Tiare Arquero,G,"5'5""",Jr.,"Aiea, Hawaii",Damien Memorial,,https://goboxers.com/sports/womens-basketball/roster/tiare-arquero/12371
Pacific (OR),2751,2025-26,2,Ava Cook,F,"5'11""",Sr.,"Stanwood, Wash.",Stanwood High School,,https://goboxers.com/sports/womens-basketball/roster/ava-cook/12374
Pacific (OR),2751,2025-26,3,Shaade Williams,G,"5'6""",Sr.,"San Jose, Calif.",Oak Grove High School,,https://goboxers.com/sports/womens-basketball/roster/shaade-williams/12378
Pacific (OR),2751,2025-26,4,Lindsay Barden,G,"5'5""",Sr.,"Gresham, Ore.",Sam Barlow High School,,https://goboxers.com/sports/womens-basketball/roster/lindsay-barden/12372
Pacific (OR),2751,2025-26,5,Brookelynn Burke,G,"5'6""",Jr.,"Sweet Home, Ore.",Sweet Home,,https://goboxers.com/sports/womens-basketball/roster/brookelynn-burke/12373
Pacific (OR),2751,2025-26,10,Victoria Prochazka,G,"5'8""",Jr.,"La Crescenta, Calif.",Crescenta Valley,,https://goboxers.com/sports/womens-basketball/roster/victoria-prochazka/12377
Pacific (OR),2751,2025-26,12,Camryn Ngo,G,"5'3""",Fr.,"Mountain View, Calif.",Saint Francis,,https://goboxers.com/sports/womens-basketball/roster/camryn-ngo/12382
Pacific (OR),2751,2025-26,14,Sydney Esperanza,G,"5'5""",So.,"Renton, WA",Kentridge High School,,https://goboxers.com/sports/womens-basketball/roster/sydney-esperanza/12376
Pacific (OR),2751,2025-26,15,Kami Carmean,F,"5'9""",Fr.,"Hillsboro, Ore.",Century,,https://goboxers.com/sports/womens-basketball/roster/kami-carmean/12380
Pacific (OR),2751,2025-26,21,Iya- Lin Betteridge,G,"5'5""",Fr.,Forest Grove Ore.,Forest Grove,,https://goboxers.com/sports/womens-basketball/roster/iya-lin-betteridge/12379
Pacific (OR),2751,2025-26,23,Baylie Voile,G,"5'8""",Jr.,"New Plymouth, Idaho",New Plymouth,,https://goboxers.com/sports/womens-basketball/roster/baylie-voile/12383
Pacific (OR),2751,2025-26,24,Alynn Crooms,G,"5'5""",Jr.,"Draper, Utah",JUAN DIEGO CATHOLIC,,https://goboxers.com/sports/womens-basketball/roster/alynn-crooms/12375
Pacific (OR),2751,2025-26,30,Karina Franco,F,"6'0""",Fr.,"Portland, Ore.",Grant,,https://goboxers.com/sports/womens-basketball/roster/karina-franco/12381
Pacific (OR),2751,2025-26,34,Akemi Kawamata,G,"5'5""",Fr.,"Mililani, Hawaii",Mililani,,https://goboxers.com/sports/womens-basketball/roster/akemi-kawamata/12420
Pacific (OR),2751,2025-26,35,Jamysen Yates,F,"5'11""",Fr.,"Boise, Idaho",Timberline,,https://goboxers.com/sports/womens-basketball/roster/jamysen-yates/12384
Southwest Baptist,2755,2025-26,00,Claudia Diez Sancho,C,,Jr.,"Valencia, Spain",,Texas A&M Corpus Christi,https://www.sbubearcats.com/sports/womens-basketball/roster/claudia-diez-sancho/8480
Southwest Baptist,2755,2025-26,2,Tinu Fakunle,G,,Jr.,"London,England",,Tyler Junior College,https://www.sbubearcats.com/sports/womens-basketball/roster/tinu-fakunle/8447
Southwest Baptist,2755,2025-26,3,Alice Woodward,G,,Fr.,"Mansfield Nottinghamshire, England",,,https://www.sbubearcats.com/sports/womens-basketball/roster/alice-woodward/8448
Southwest Baptist,2755,2025-26,5,Zaakyaa Young,G,,R-Sr.,"Brooklyn, NY",,Davis & Elkins,https://www.sbubearcats.com/sports/womens-basketball/roster/zaakyaa-young/8446
Southwest Baptist,2755,2025-26,10,Reagan Wells,G,,So.,"Mountain View, Missouri",,Cornell College,https://www.sbubearcats.com/sports/womens-basketball/roster/reagan-wells/8449
Southwest Baptist,2755,2025-26,11,Eviyon Richardson,F,,Jr.,"Waterloo, Iowa",,Des Moines Area CC,https://www.sbubearcats.com/sports/womens-basketball/roster/eviyon-richardson/8445
Southwest Baptist,2755,2025-26,15,Clara Enrich Tasias,G,,Fr.,"Barcelona, Spain",,,https://www.sbubearcats.com/sports/womens-basketball/roster/clara-enrich-tasias/8442
Southwest Baptist,2755,2025-26,20,Carolina Crawford,G,,Jr.,"Willard, Mo.",,Missouri Southern,https://www.sbubearcats.com/sports/womens-basketball/roster/carolina-crawford/8441
Southwest Baptist,2755,2025-26,22,Gwen O'Connell,G,,So.,"Earlville, Illinois",,Quincy University,https://www.sbubearcats.com/sports/womens-basketball/roster/gwen-o-connell/8450
Southwest Baptist,2755,2025-26,23,Natalia Crooke,G,,Gr.,"Orlando, Fla.",,Tusculum University,https://www.sbubearcats.com/sports/womens-basketball/roster/natalia-crooke/8443
Southwest Baptist,2755,2025-26,24,Ida Lusadisu N'Gonda,C,,Jr.,"Houilles, France",,Salt Lake City CC,https://www.sbubearcats.com/sports/womens-basketball/roster/ida-lusadisu-n-gonda/8451
Southwest Baptist,2755,2025-26,30,Kamiyah Hurd,F,,Jr.,"Chandler, Arizona",,Mesa CC,https://www.sbubearcats.com/sports/womens-basketball/roster/kamiyah-hurd/8452
Southwest Baptist,2755,2025-26,34,Carlota Aliaga Alonso,F,,Jr.,"Moncada, Valencia",,Daytona State CC,https://www.sbubearcats.com/sports/womens-basketball/roster/carlota-aliaga-alonso/8477
Southwest Baptist,2755,2025-26,42,Nahia Esnaola Agaen,C,,So.,"Azkoitia, Gipuzcoa, Spain",,IES Azkoitia BHI,https://www.sbubearcats.com/sports/womens-basketball/roster/nahia-esnaola-agaen/8444
Western Colo.,2759,2025-26,0,Jacy Chandler,G,"6'0""",So.,"Englewood, Colo.",,Littleton,https://gomountaineers.com/sports/womens-basketball/roster/jacy-chandler/10850
Western Colo.,2759,2025-26,1,Morgan Ives,G,"5'7""",So.,"Thornton, Colo.",,William Jewell (Mo.) College,https://gomountaineers.com/sports/womens-basketball/roster/morgan-ives/10858
Western Colo.,2759,2025-26,2,Micah Wicks,G,"5'3""",Jr.,"Roseburg, Ore.",,Lane (Ore.) CC,https://gomountaineers.com/sports/womens-basketball/roster/micah-wicks/10859
Western Colo.,2759,2025-26,3,Dame Van Gils,G/F,"5'10""",Jr.,"Oirschot, Netherlands",,N.D. State College of Science,https://gomountaineers.com/sports/womens-basketball/roster/dame-van-gils/10860
Western Colo.,2759,2025-26,5,Delaney Matkin,G,"5'6""",R-So.,"Fort Collins, Colo.",,Rocky Mountain,https://gomountaineers.com/sports/womens-basketball/roster/delaney-matkin/10854
Western Colo.,2759,2025-26,10,Breckyn Schilling,F,"6'0""",Fr.,"New Sharon, Iowa",,North Mahaska,https://gomountaineers.com/sports/womens-basketball/roster/breckyn-schilling/10861
Western Colo.,2759,2025-26,12,Penelope Urquhart,F,"5'11""",So.,"Denver, Colo.",,Littleton,https://gomountaineers.com/sports/womens-basketball/roster/penelope-urquhart/10857
Western Colo.,2759,2025-26,14,Finley Blackmore,G,"5'11""",Fr.,"Ankeny, Iowa",,Ankeny Centennial,https://gomountaineers.com/sports/womens-basketball/roster/finley-blackmore/10862
Western Colo.,2759,2025-26,15,Addison Harding,C,"6'2""",Fr.,"Platteville, Colo.",,University,https://gomountaineers.com/sports/womens-basketball/roster/addison-harding/10863
Western Colo.,2759,2025-26,20,Ivey Schmidt,G,"5'10""",Sr.,"Grinnell, Iowa",,Univ. of Illinois Springfield,https://gomountaineers.com/sports/womens-basketball/roster/ivey-schmidt/10856
Western Colo.,2759,2025-26,21,Chloe Daniels,F,"6'1""",Sr.,"South Jordan, Utah",,Lane Community College,https://gomountaineers.com/sports/womens-basketball/roster/chloe-daniels/10851
Western Colo.,2759,2025-26,22,Alyssa Eckroth,F,"6'0""",Jr.,"Bismarck, N.D.",,Legacy,https://gomountaineers.com/sports/womens-basketball/roster/alyssa-eckroth/10852
Western Colo.,2759,2025-26,23,Jayda Maves,G,"5'9""",Jr.,"Lakewood, Colo.",,Green Mountain,https://gomountaineers.com/sports/womens-basketball/roster/jayda-maves/10855
Western Colo.,2759,2025-26,24,Kailey Townsend,C,"6'3""",Fr.,"Arvada, Colo.",,Ralston Valley,https://gomountaineers.com/sports/womens-basketball/roster/kailey-townsend/10864
Western Colo.,2759,2025-26,30,Rori Hoffmeyer,F,"6'2""",Jr.,"Yuma, Ariz.",,Pima (Ariz.) CC,https://gomountaineers.com/sports/womens-basketball/roster/rori-hoffmeyer/10865
Western Colo.,2759,2025-26,35,Darcy Jardine,C,"6'4""",R-Jr.,"Cheyenne, Wyo.",,University of North Dakota,https://gomountaineers.com/sports/womens-basketball/roster/darcy-jardine/10853
Heidelberg,278,2025-26,1,Olivia Nolting,G,"5'8""",Fr.,"Alger, Ohio",Kenton,,https://www.bergathletics.com/sports/womens-basketball/roster/olivia-nolting/9447
Heidelberg,278,2025-26,2,Evie Burke,G,"5'7""",Fr.,"North Canton, Ohio",Hoover,,https://www.bergathletics.com/sports/womens-basketball/roster/evie-burke/9443
Heidelberg,278,2025-26,4,Abby Tier,G,"5'6""",So.,"South Bloomfield, Ohio",Teays Valley,,https://www.bergathletics.com/sports/womens-basketball/roster/abby-tier/9236
Heidelberg,278,2025-26,5,Hannah Hunt,G/F,"5'11""",Jr.,"Beavercreek, Ohio",Beavercreek,,https://www.bergathletics.com/sports/womens-basketball/roster/hannah-hunt/9133
Heidelberg,278,2025-26,10,Priya Mericle,G,"5'7""",Fr.,"Jackson, Mich.",East Jackson,,https://www.bergathletics.com/sports/womens-basketball/roster/priya-mericle/9445
Heidelberg,278,2025-26,11,Maciaha Irving,G,"5'7""",Sr.,"Cleveland, Ohio",Trinity,,https://www.bergathletics.com/sports/womens-basketball/roster/maciaha-irving/9140
Heidelberg,278,2025-26,12,Navia Smith,G,"5'7""",Sr.,"Columbus, Ohio",Shroder,,https://www.bergathletics.com/sports/womens-basketball/roster/navia-smith/9141
Heidelberg,278,2025-26,14,Tori See,G/F,"5'9""",Fr.,"Waynesville, Ohio",Waynesville,,https://www.bergathletics.com/sports/womens-basketball/roster/tori-see/9448
Heidelberg,278,2025-26,15,Mariah Bonham,G,"5'9""",Fr.,"Mount Blanchard, Ohio",Riverdale,,https://www.bergathletics.com/sports/womens-basketball/roster/mariah-bonham/9442
Heidelberg,278,2025-26,22,Malia Mizeres,G,"5'8""",Fr.,"Massillon, Ohio",Tuslaw,,https://www.bergathletics.com/sports/womens-basketball/roster/malia-mizeres/9446
Heidelberg,278,2025-26,25,Riley DaRe,G,"5'8""",Fr.,"Milford Center, Ohio",Fairbanks,,https://www.bergathletics.com/sports/womens-basketball/roster/riley-dare/9444
Heidelberg,278,2025-26,30,Mya Jones,C,"6'0""",Jr.,"Oak Park, Mich.",Berkley,,https://www.bergathletics.com/sports/womens-basketball/roster/mya-jones/9134
Heidelberg,278,2025-26,33,Brenna Williams,C,"6'0""",Fr.,"Brookville, Ohio",Northmont Senior,,https://www.bergathletics.com/sports/womens-basketball/roster/brenna-williams/9449
Minn.-Crookston,27854,2025-26,1,Emma Miller,G,"5'1""",Sr.,"Albertville, Minn.",,St. Michael-Albertville H.S.,https://goldeneaglesports.com/sports/womens-basketball/roster/emma-miller/6261
Minn.-Crookston,27854,2025-26,2,Hope Dudycha,G,"5'5""",R-Jr.,"Austin, Minn.",,Austin H.S.,https://goldeneaglesports.com/sports/womens-basketball/roster/hope-dudycha/6256
Minn.-Crookston,27854,2025-26,3,Taylor Dirkes,G,"5'9""",Fr.,"Osakis, Minn.",,Osakis H.S.,https://goldeneaglesports.com/sports/womens-basketball/roster/taylor-dirkes/6341
Minn.-Crookston,27854,2025-26,4,Tayden Hanks,F,"5'11""",Jr.,"Los Lunas, N.M.",,Pima Community College,https://goldeneaglesports.com/sports/womens-basketball/roster/tayden-hanks/6376
Minn.-Crookston,27854,2025-26,5,Emma Pierson,G,"5'9""",Fr.,"Cherry Valley, Ill.",,Belvidere H.S.,https://goldeneaglesports.com/sports/womens-basketball/roster/emma-pierson/6271
Minn.-Crookston,27854,2025-26,10,Halle Winjum,G,"5'6""",So.,"Crookston, Minn.",,Crookston H.S.,https://goldeneaglesports.com/sports/womens-basketball/roster/halle-winjum/6263
Minn.-Crookston,27854,2025-26,11,Natalie Mikrot,G,"5'6""",Sr.,"Willow River, Minn.",,Moose Lake-Willow River H.S.,https://goldeneaglesports.com/sports/womens-basketball/roster/natalie-mikrot/6260
Minn.-Crookston,27854,2025-26,12,Anna Westby,F,"5'11""",Fr.,"Eveleth, Minn.",,Rock Ridge H.S.,https://goldeneaglesports.com/sports/womens-basketball/roster/anna-westby/6272
Minn.-Crookston,27854,2025-26,14,Rayna Klejeski,F,"6'0""",Jr.,"Barnum, Minn.",,"Barnum, Minn.",https://goldeneaglesports.com/sports/womens-basketball/roster/rayna-klejeski/6258
Minn.-Crookston,27854,2025-26,20,Brynlea Mahlen,G,"5'9""",So.,"Fosston, Minn.",,Fosston H.S.,https://goldeneaglesports.com/sports/womens-basketball/roster/brynlea-mahlen/6259
Minn.-Crookston,27854,2025-26,21,Caleigh Adams,F,"6'0""",So.,"Bakersfield, Calif.",,San Francisco State University,https://goldeneaglesports.com/sports/womens-basketball/roster/caleigh-adams/6340
Minn.-Crookston,27854,2025-26,30,Riley Jenkins,G/F,"5'10""",R-Jr.,"Galesburg, Ill.",,University of Illinois-Springfield,https://goldeneaglesports.com/sports/womens-basketball/roster/riley-jenkins/6257
Farmingdale St.,27892,2025-26,1,Brianna Amenta,G,"5'4""",So.,"Oceanside, NY",Oceanside,,https://farmingdalesports.com/sports/womens-basketball/roster/brianna-amenta/8711
Farmingdale St.,27892,2025-26,2,Samyah Allen,F,"5'9""",Jr.,"Queens Village, NY",Martin Van Buren,,https://farmingdalesports.com/sports/womens-basketball/roster/samyah-allen/8734
Farmingdale St.,27892,2025-26,4,Leyla Barrett,G,"5'3""",Fr.,"Wheatley Heights, NY",Half Hollow Hills East,,https://farmingdalesports.com/sports/womens-basketball/roster/leyla-barrett/8736
Farmingdale St.,27892,2025-26,5,Anayah Lloyd,G,"5'5""",Jr.,"Freeport, NY",Freeport,,https://farmingdalesports.com/sports/womens-basketball/roster/anayah-lloyd/8715
Farmingdale St.,27892,2025-26,10,Julia Koprowski,G,"5'7""",So.,"Sound Beach, NY",Rocky Point,,https://farmingdalesports.com/sports/womens-basketball/roster/julia-koprowski/8714
Farmingdale St.,27892,2025-26,11,Alana Henry,F,"5'11""",Fr.,"Amityville, NY",Amityville,,https://farmingdalesports.com/sports/womens-basketball/roster/alana-henry/8737
Farmingdale St.,27892,2025-26,12,Shyann Parker,G,"5'4""",Sr.,"Floral Park, NY",Floral Park,,https://farmingdalesports.com/sports/womens-basketball/roster/shyann-parker/8716
Farmingdale St.,27892,2025-26,13,Olivia Hoffman,G/F,"5'8""",So.,"Calgary, Alberta",Ernest Manning,,https://farmingdalesports.com/sports/womens-basketball/roster/olivia-hoffman/8713
Farmingdale St.,27892,2025-26,14,Nia Phillips,G,"5'6""",So.,"Glen Cove, NY",Freeport,,https://farmingdalesports.com/sports/womens-basketball/roster/nia-phillips/8738
Farmingdale St.,27892,2025-26,15,Kelsie Feingold,G,"5'4""",Sr.,"East Northport, NY",Commack,,https://farmingdalesports.com/sports/womens-basketball/roster/kelsie-feingold/8712
Farmingdale St.,27892,2025-26,20,Mia Simmons,G,"5'4""",Jr.,"Queens, NY",Copiague,,https://farmingdalesports.com/sports/womens-basketball/roster/mia-simmons/8717
Farmingdale St.,27892,2025-26,22,Giselle Harris,G,"5'7""",Fr.,"Selden, NY",Longwood,,https://farmingdalesports.com/sports/womens-basketball/roster/giselle-harris/8739
Farmingdale St.,27892,2025-26,23,Taneece Wooden,F,"5'9""",Jr.,"Freeport, NY",Freeport,,https://farmingdalesports.com/sports/womens-basketball/roster/taneece-wooden/8720
Farmingdale St.,27892,2025-26,24,Emily Tsiforas,G,"5'9""",So.,"Manhasset Hills, NY",Herricks,,https://farmingdalesports.com/sports/womens-basketball/roster/emily-tsiforas/8718
Farmingdale St.,27892,2025-26,31,Alexandria Walbroehl,F,"6'1""",Sr.,"Mastic Beach, NY",William Floyd,,https://farmingdalesports.com/sports/womens-basketball/roster/alexandria-walbroehl/8719
Farmingdale St.,27892,2025-26,32,Allison Ntambwe,C,"6'0""",Fr.,"Queens Village, NY",HS for Construction,,https://farmingdalesports.com/sports/womens-basketball/roster/allison-ntambwe/8740
Albertus Magnus,2798,2025-26,0,Ariellys Velez,G,5'3,Freshman,"Watertown, Conn.",Watertown,,https://www.albertusfalcons.com/sports/wbkb/2025-26/bios/velez_ariellys_lqtt
Albertus Magnus,2798,2025-26,1,Dejahlee Dogans,G,5'6,Freshman,"Bloomfield, Conn.",East Catholic,,https://www.albertusfalcons.com/sports/wbkb/2025-26/bios/dogans_dejahlee_hu3t
Albertus Magnus,2798,2025-26,3,Shelby Burnham,G,5'4,Freshman,"Branford, Conn.",Branford,,https://www.albertusfalcons.com/sports/wbkb/2025-26/bios/burnham_shelby_1slb
Albertus Magnus,2798,2025-26,4,Keira Reynolds,G,5'4,Freshman,"Guilford, Conn.",Guilford,,https://www.albertusfalcons.com/sports/wbkb/2025-26/bios/reynolds_keira_qgki
Albertus Magnus,2798,2025-26,5,Jaylah Cruz,G,5'4,Freshman,"Bronx, N.Y.",James Monroe,,https://www.albertusfalcons.com/sports/wbkb/2025-26/bios/cruz_jaylah_rhq3
Albertus Magnus,2798,2025-26,10,Brooklyn Gonzalez,G,5'4,Sophomore,"Shelton, Conn.",Notre Dame Fairfield,,https://www.albertusfalcons.com/sports/wbkb/2025-26/bios/gonzalez_brooklyn_bqpn
Albertus Magnus,2798,2025-26,11,Kaniyah Brown,F,5'8,Freshman,"Bridgeport, Conn.",Fairchild Wheeler,,https://www.albertusfalcons.com/sports/wbkb/2025-26/bios/brown_kaniyah_quh7
Albertus Magnus,2798,2025-26,12,Isabella Fiorillo,G,5-4,Sophomore,"West Haven, Conn.",West Haven,,https://www.albertusfalcons.com/sports/wbkb/2025-26/bios/fiorillo_isabella_ilq5
Albertus Magnus,2798,2025-26,13,Natalia Washington,G,4'11,Freshman,"West Haven, Conn.",West Haven,,https://www.albertusfalcons.com/sports/wbkb/2025-26/bios/washington_natalia_oiph
Albertus Magnus,2798,2025-26,14,Gabriella Gaetano,G,5'3,Junior,"East Haven, Conn.",East Haven,,https://www.albertusfalcons.com/sports/wbkb/2025-26/bios/gaetano_gabriella_8sjq
Albertus Magnus,2798,2025-26,21,Genevieve Rice,G,5'2,Freshman,"Oxford, Conn.",Oxford,,https://www.albertusfalcons.com/sports/wbkb/2025-26/bios/rice_genevieve_88sj
Albertus Magnus,2798,2025-26,22,Dasire Simmons,F,5'10,Sophomore,"Bridgeport, Conn.",Bassick,,https://www.albertusfalcons.com/sports/wbkb/2025-26/bios/simmons_desire_qy1m
Albertus Magnus,2798,2025-26,23,Adriana DeBernardo,F/C,6'0,Junior,"Stratford, Conn.",The Winchendon School,,https://www.albertusfalcons.com/sports/wbkb/2025-26/bios/debernardo_adriana_pcgu
Albertus Magnus,2798,2025-26,24,Jennae Williams,F,5'10,Junior,"Stratford, Conn.",Bunnell,,https://www.albertusfalcons.com/sports/wbkb/2025-26/bios/williams_jennae_adl3
Albertus Magnus,2798,2025-26,30,Lily Labella,G,5'5,Sophomore,"Stratford, Conn.",Stratford,,https://www.albertusfalcons.com/sports/wbkb/2025-26/bios/labella_lily_txse
Albertus Magnus,2798,2025-26,32,Tiana Cornelius,G,5'1,Sophomore,"New Haven, Conn.",Engineering and Science University Magnet School,,https://www.albertusfalcons.com/sports/wbkb/2025-26/bios/cornelius_tiana_04l7
